rank_id,start_pos,start_pos_head_axis,end_pos,end_pos_tail_axis,cluster_size,belong_which_class,max_weight,average_gap,score
1,96048706,96048698,96049258,96049267,18,4,5.109,32.4706,61.1674
2,6717043,6717035,6717299,6717308,8,4,8.2182,36.5714,52.6123
3,6717509,6717501,6717673,6717682,5,4,7.9355,41.0,34.948
4,82498733,82498725,82499113,82499122,15,4,4.4168,27.1429,32.7262
5,44184416,44184408,44185067,44185076,8,0,4.9031,93.0,29.3856
6,89096778,89096770,89097213,89097222,16,4,4.8153,29.0,27.7328
7,6716640,6716632,6716986,6716995,3,5,7.6253,173.0,26.429
8,6722814,6722806,6722911,6722920,3,8,8.6778,48.5,25.7468
9,6722221,6722213,6722349,6722358,3,8,8.6421,64.0,25.5236
10,20243982,20243974,20244428,20244437,13,4,4.8962,37.1667,24.9259
11,58273173,58273165,58273723,58273732,19,4,4.3372,30.5556,23.6994
12,6723154,6723146,6723227,6723236,3,4,7.5784,36.5,20.8003
13,20243353,20243345,20243612,20243621,8,4,5.289,37.0,20.7948
14,89096474,89096466,89096672,89096681,8,4,4.8153,28.2857,18.7597
15,122114656,122114648,122118976,122118985,9,1,4.9508,540.0,17.4921
16,129049497,129049489,129049631,129049640,3,8,7.1524,67.0,16.1436
17,131067955,131067947,131068433,131068442,17,4,3.6861,29.875,16.1261
18,25995640,25995632,25997486,25997495,6,7,5.4976,369.2,15.7065
19,120458952,120458944,120461649,120461658,6,6,6.3152,539.4,15.4199
20,131877077,131877069,131877627,131877636,21,4,3.5638,27.5,15.375
21,85530205,85530197,85531606,85531615,5,5,5.2343,350.25,14.8276
22,90612826,90612818,90613770,90613779,3,3,6.7986,472.0,14.0566
23,57676889,57676881,57679860,57679869,7,1,5.0339,495.1667,14.0468
24,98946565,98946557,98948775,98948784,5,7,5.719,552.5,13.8404
25,106129047,106129039,106132393,106132402,9,3,5.3979,418.25,13.7728
26,6723030,6723022,6723069,6723078,2,4,7.5391,39.0,13.6887
27,103317612,103317604,103319024,103319033,4,1,6.1972,470.6667,13.3771
28,98224330,98224322,98225042,98225051,5,5,6.0052,178.0,13.3282
29,599042,599034,599618,599627,3,7,7.2262,288.0,13.2639
30,92901673,92901665,92902358,92902367,5,5,5.109,171.25,13.1982
31,9557849,9557841,9558369,9558378,21,4,3.3645,26.0,13.1902
32,41765603,41765595,41768681,41768690,5,7,5.821,769.5,13.1128
33,131877696,131877688,131878128,131878137,18,4,3.5901,25.4118,13.0806
34,24632921,24632913,24637076,24637085,6,6,4.4789,831.0,12.9221
35,128239859,128239851,128243824,128243833,10,3,4.2526,440.5556,12.7995
36,79576976,79576968,79578199,79578208,3,7,5.9281,611.5,12.7819
37,18661493,18661485,18662797,18662806,4,3,5.2055,434.6667,12.7807
38,110858988,110858980,110862297,110862306,8,7,5.7328,472.7143,12.6999
39,44386222,44386214,44390479,44390488,9,7,4.4271,532.125,12.6492
40,40305707,40305699,40306094,40306103,3,5,7.9393,193.5,12.5195
41,6718052,6718044,6718178,6718187,2,9,7.2924,126.0,12.4867
42,24828796,24828788,24828868,24828877,3,4,5.6536,36.0,12.4378
43,63081201,63081193,63084830,63084839,8,1,4.2373,518.4286,12.4286
44,112965421,112965413,112965679,112965688,3,9,6.7747,129.0,12.382
45,69228973,69228965,69231291,69231300,9,7,4.0164,289.75,12.2676
46,98414425,98414417,98420095,98420104,9,6,4.3655,708.75,12.2669
47,131201782,131201774,131203164,131203173,5,5,5.065,345.5,12.194
48,86464385,86464377,86464493,86464502,2,0,6.3354,108.0,12.1518
49,32063667,32063659,32064126,32064135,3,3,5.8861,229.5,12.1486
50,19321261,19321253,19324846,19324855,9,3,4.4425,448.125,12.0279
51,126329277,126329269,126331704,126331713,8,5,4.4168,346.7143,12.0141
52,108542856,108542848,108545009,108545018,4,6,5.9066,717.6667,11.9968
53,20690912,20690904,20694325,20694334,8,7,4.5045,487.5714,11.9884
54,123185771,123185763,123186933,123186942,3,1,5.5072,581.0,11.9877
55,123199234,123199226,123200387,123200396,3,1,5.5072,576.5,11.9877
56,32877805,32877797,32879728,32879737,5,7,5.5171,480.75,11.9193
57,113207922,113207914,113209243,113209252,4,7,6.3958,440.3333,11.8993
58,49999508,49999500,50000721,50000730,4,5,6.7055,404.3333,11.8807
59,95667301,95667293,95668778,95668787,4,1,5.2343,492.3333,11.8455
60,116494517,116494509,116497628,116497637,6,1,4.762,622.2,11.8214
61,126612151,126612143,126613305,126613314,4,3,5.6778,384.6667,11.8033
62,18105388,18105380,18105540,18105549,5,4,5.0292,38.0,11.7968
63,121952978,121952970,121953117,121953126,8,4,5.0159,19.8571,11.6733
64,38103390,38103382,38104761,38104770,10,9,4.6162,152.3333,11.6457
65,48269452,48269444,48271313,48271322,4,5,4.7496,620.3333,11.603
66,113889439,113889431,113893388,113893397,6,6,4.4547,789.8,11.5894
67,21504857,21504849,21507003,21507012,4,7,5.1203,715.3333,11.5844
68,70710561,70710553,70713780,70713789,7,3,4.4498,536.5,11.5495
69,98566628,98566620,98567055,98567064,4,9,6.083,142.3333,11.5394
70,33280667,33280659,33282289,33282298,6,5,4.8996,324.4,11.5365
71,83139851,83139843,83142233,83142242,4,1,4.7878,794.0,11.5292
72,41556032,41556024,41560307,41560316,8,3,4.4815,610.7143,11.5286
73,22538891,22538883,22539857,22539866,3,3,6.2916,483.0,11.4998
74,18619444,18619436,18624106,18624115,8,6,4.6038,666.0,11.498
75,96374747,96374739,96377695,96377704,6,1,4.7447,589.6,11.4299
76,40210231,40210223,40211193,40211202,5,3,4.51,240.5,11.3931
77,82107321,82107313,82109171,82109180,4,2,6.8153,616.6667,11.3746
78,64667653,64667645,64670831,64670840,6,6,4.5654,635.6,11.3651
79,97663712,97663704,97665478,97665487,4,2,5.2652,588.6667,11.3452
80,26034827,26034819,26036133,26036142,4,7,6.2041,435.3333,11.3331
81,60761853,60761845,60764561,60764570,8,3,3.9318,386.8571,11.323
82,25359523,25359515,25361756,25361765,6,7,4.7011,446.6,11.3158
83,48856214,48856206,48856569,48856578,3,5,5.2857,177.5,11.314
84,102083494,102083486,102088230,102088239,9,7,4.1451,592.0,11.3122
85,3591312,3591304,3592005,3592014,3,1,6.4449,346.5,11.292
86,75702875,75702867,75703085,75703094,3,0,6.7986,105.0,11.2864
87,95742478,95742470,95743717,95743726,4,3,4.9208,413.0,11.2745
88,49580254,49580246,49581595,49581604,4,3,6.6536,447.0,11.2661
89,119707575,119707567,119708797,119708806,4,5,5.821,407.3333,11.2623
90,41547073,41547065,41552038,41552047,9,2,4.8894,620.625,11.2527
91,49291199,49291191,49291320,49291329,2,9,7.0419,121.0,11.2512
92,129944038,129944030,129944166,129944175,2,9,5.8508,128.0,11.2333
93,111879046,111879038,111882394,111882403,9,1,4.4634,418.5,11.1477
94,31051727,31051719,31054168,31054177,7,7,4.2774,406.8333,11.0949
95,127922765,127922757,127923685,127923694,3,5,5.0283,460.0,11.0731
96,87051642,87051634,87052891,87052900,5,5,4.8477,312.25,11.0659
97,25327296,25327288,25327556,25327565,10,4,3.8861,28.8889,11.0629
98,62664995,62664987,62666544,62666553,4,1,5.4895,516.3333,11.0184
99,19036258,19036250,19036473,19036482,3,0,5.9355,107.5,11.0133
100,100360278,100360270,100360600,100360609,4,0,5.5287,107.3333,11.0099
101,119935146,119935138,119937016,119937025,5,7,4.6819,467.5,11.0098
102,21540286,21540278,21542382,21542391,7,3,5.2958,349.3333,11.0068
103,123139813,123139805,123142856,123142865,6,1,4.4935,608.6,10.9953
104,65435662,65435654,65436638,65436647,3,5,6.6615,488.0,10.9831
105,114634723,114634715,114636661,114636670,4,7,5.2765,646.0,10.9753
106,33395688,33395680,33399083,33399092,8,1,4.9393,485.0,10.9626
107,128467267,128467259,128467446,128467455,2,5,5.2857,179.0,10.9592
108,10943555,10943547,10946518,10946527,9,3,5.1851,370.375,10.9582
109,51639222,51639214,51640075,51640084,3,6,5.7011,426.5,10.9568
110,4963936,4963928,4964060,4964069,2,9,7.1192,124.0,10.9487
111,125381951,125381943,125383361,125383370,4,3,6.6946,470.0,10.9246
